detection_type,mass,radius,orbital_period,semi_major_axis,eccentricity,inclination,discovered,omega,star_distance,star_mass,star_radius,star_age,star_teff
Primary Transit,0.93,1.34,5.842641,0.0684,0.055,82.07,2024,15.5,435.174,1.158,2.369,5.3,5707.0
Primary Transit,0.333,0.925,4.3474032,0.0543,0.0,86.49,2022,,327.3,,1.92,,5645.0
Primary Transit,0.0129,0.161,1.3060011,0.0202,,,2022,,28.5,0.64,0.65,,4072.0
Primary Transit,,0.1445,0.2242,0.006227,,,2022,,36.0559,0.64,0.676,,4079.0
Primary Transit,0.01284,0.2105,15.66858,0.105,0.3,89.72,2019,-86.0,23.9258,0.66,0.732,,
Primary Transit,0.006,0.12267,0.3711281,0.0064,,,2022,,48.6,0.25,0.27,,3330.0
Primary Transit,0.04188,0.2525,3.73659,0.0482,0.087,84.0,2024,-26.0,112.958,1.05,1.32,5.7,6005.0
Primary Transit,0.02847,0.2632,19.104718,,,89.6,2019,,36.6113,0.66,0.675,,4195.0
Primary Transit,2.41,1.08,11.23479,0.109,0.034,89.5,2024,10.0,397.953,1.16,1.72,6.0,6016.4
Primary Transit,5.21,1.0,10.655661,0.1167,0.196,88.11,2022,338.0,285.1,1.86,2.358,1.0,7360.0
Primary Transit,0.10893,0.5406,3.738252,0.0491,0.089,87.12,2023,90.0,277.0,1.12,1.26,3.6,5905.0
Primary Transit,1.0,0.2444,4.93777,0.05741,0.0,87.52,2020,,99.52,1.036,0.881,0.18,5875.0
Primary Transit,0.64,1.0,7.18585,0.073,0.0,89.4,2023,,438.8,1.01,1.12,6.7,5831.0
Primary Transit,0.084,0.774,23.2856,0.1511,0.17,89.5,2022,345.9,395.398,0.849,0.785,3.99,5096.0
Primary Transit,0.657,0.904,49.2519,0.249,0.157,89.97,2022,21.5,395.398,0.849,0.785,3.99,5096.0
Primary Transit,2.34,1.03,64.5949,0.327,0.02,,2024,103.8,296.271,,,,
Primary Transit,1.3,1.0,94.1022,0.3715,0.364,89.6,2024,75.2,182.4,0.77,0.77,1.1,4843.0
Primary Transit,,0.2453,7.994037,,,,2022,,,1.055,1.253,,
Primary Transit,0.201,0.975,5.983944,0.0672,0.0,88.3,2022,,518.4,,1.83,,5609.0
Primary Transit,0.82,1.217,2.9887615,0.04145,0.0,87.73,2022,,361.7,,1.35,,5756.0
Primary Transit,0.134,0.626,18.38827,0.1523,0.24,88.78,2020,96.0,77.07,1.389,1.926,3.11,6075.0
Primary Transit,0.63,1.55,3.39775,0.048,0.08,,2024,114.0,379.253,1.37,1.64,,6091.0
Primary Transit,0.25,1.29,4.5207265,0.0571,0.0,88.16,2022,,561.2,1.215,1.477,4.4,5936.0
Primary Transit,0.218,1.077,5.45664,0.0635,0.0,84.81,2022,,381.0,1.15,1.726,6.7,5760.0
Primary Transit,3.5,1.08,61.6277,0.3,0.522,89.17,2023,218.0,202.0,0.93,1.07,11.0,5579.0
Primary Transit,0.02961,0.1454,13.47583,0.0943,0.68,88.84,2024,28.3,20.21,0.616,0.607,,4026.0
Primary Transit,,0.2712,3.3639254,0.0348,,,2024,,,,,,
Primary Transit,,0.1838,11.1452,,,,2023,,,,,,
Primary Transit,61.6,0.91,0.5568143,0.0098,0.017,87.0,2019,93.11,279.0,0.4,0.405,4.75,3250.0
Primary Transit,0.366,1.615,4.880974,0.0607,0.0,83.75,2023,,,,,,
Primary Transit,0.61,1.76,6.2034,,0.09,,2022,140.0,,1.19,4.1,5.9,4800.0
Primary Transit,0.028,0.2284,10.75101,,0.14,,2019,,101.694,1.04,0.92,,5784.0
Primary Transit,0.0337,0.2213,19.6053,,0.28,,2019,,101.694,1.04,0.92,,5784.0
Primary Transit,0.0277,0.2471,3.6977104,0.0345,0.425,88.14,2021,74.0,57.023,0.3917,0.398,,3514.0
Primary Transit,0.00466,0.11125,3.35992,0.0306,0.0167,88.65,2019,,22.453,0.4,0.38,,3386.0
Primary Transit,0.0195,0.2079,5.66051,0.0472,0.0044,89.53,2019,,22.453,0.4,0.38,,3386.0
Primary Transit,0.0132,0.19,11.38014,0.0733,0.0044,89.69,2019,,22.453,0.4,0.38,,3386.0
Primary Transit,0.717,1.224,2.499387,0.036,0.164,86.3,2024,,593.0,1.07,1.25,5.5,5665.0
Primary Transit,0.0308,0.27612,3.994086,0.0269,,88.32,2019,,64.67,0.52,0.523,,6668.0
Primary Transit,0.44,1.59,4.8084983,0.04089,0.0,84.9,2022,,352.4,1.063,1.069,4.0,5764.0
Primary Transit,0.975,1.616,1.96229325,0.03185,0.0,89.0,2022,,501.1,1.118,1.245,3.7,6280.0
Primary Transit,0.71,1.363,4.039709,0.0493,0.0,87.73,2022,,315.0,0.977,1.229,9.5,5721.0
Primary Transit,0.37,1.146,3.5514058,0.0475,0.0,84.42,2022,,460.2,1.135,1.265,4.7,5910.0
Primary Transit,54.0,0.775,3.5524204,0.0537,0.42,83.7,2024,159.0,677.0,1.58,1.78,1.0,6910.0
Primary Transit,0.01425,0.1267,4.5117244,0.0503,0.0,87.5,2024,,57.27,0.83,0.78,,5132.0
Primary Transit,0.0117,0.1677,39.361826,0.213,0.0,89.7,2024,,57.27,0.83,0.78,,5132.0
Primary Transit,1.68,1.174,2.3505614,0.03386,0.0,89.19,2022,,355.7,0.936,1.073,9.8,5691.0
Primary Transit,2.007,1.195,3.601501,0.048,0.035,87.98,2024,,534.0,1.03,1.08,4.5,5940.0
Primary Transit,0.62,1.466,3.9014971,0.0505,0.0,88.9,2022,,392.8,1.12,1.668,7.0,5760.0
Primary Transit,0.2146,0.6388,1.266918,0.0249,0.1,82.1,2024,,485.22,1.29,1.31,4.9,6177.0
Primary Transit,0.0410483,0.326713,1.926907,0.027,,87.63,2019,,113.048,0.664,0.68,,4249.0
Primary Transit,,1.03,3.990584,,,,2019,,277.798,,2.764,,5868.2
Primary Transit,0.665,1.017,2.59261842,0.02709,0.029,88.14,2023,,72.5,0.3939,0.3697,,3388.0
Primary Transit,0.0953,0.3408,0.8831331,0.01714,0.0,87.8,2024,,300.5,0.86,0.849,,5068.0
Primary Transit,0.1271,0.4211,5.70439,0.0638,0.39,,2024,170.0,284.4,0.98,1.61,,5560.0
Primary Transit,0.554,1.39,3.6525145,0.047,0.054,86.33,2024,12.0,,,,,
Primary Transit,0.18,0.285,0.777038,0.0159,0.0,86.4,2023,,222.85,0.88,0.87,5.0,5251.0
Primary Transit,2.27,1.158,2.0180231,0.03144,0.0,85.4,2022,,224.9,,1.06,,5521.0
Primary Transit,,0.2382,4.6657965,0.06,,,2024,,78.758,1.332,1.02,,6365.0
Primary Transit,4.0,1.2,18.095367,0.155,0.72,84.25,2021,60.6,370.85,1.445,1.83,2.14,6532.0
Primary Transit,1.67,1.091,5.8768918,0.0675,0.0,88.79,2022,,275.6,1.186,1.419,5.4,5706.0
Primary Transit,1.18,2.1,3.119999,0.04289,0.0,81.93,2022,,282.4,,1.34,,5810.0
Primary Transit,0.083,0.473,4.417965,0.0485,0.035,89.2,2024,-0.9,197.8,0.78,0.719,6.1,4969.0
Primary Transit,53.8,1.0,5.266759,0.0623,0.006,83.56,2025,-77.0,423.2,1.11,1.753,6.8,5920.0
Primary Transit,0.26,0.74,3.9365578,0.043,0.05,88.74,2022,250.0,129.7,0.63,0.6,7.0,3870.0
Primary Transit,0.98,1.167,3.246075,0.0456,0.0,87.9,2022,,401.0,1.2,1.302,3.3,5950.0
Primary Transit,1.02,1.124,8.088516,0.081,0.0,89.6,2022,,176.8,,0.85,,5246.0
Primary Transit,0.689,0.994,2.15484802,0.0263,0.03,87.8,2022,100.0,112.5,0.53,0.51,2.9,3660.0
Primary Transit,47.1,0.885,5.543744,0.0629,0.005,87.5,2024,21.0,322.0,0.93,1.07,,5354.0
Primary Transit,0.2684,1.07,3.438753,0.03845,0.14,86.76,2022,130.0,177.4,0.64,0.62,7.1,3913.0
Primary Transit,0.04704,0.4586,4.6747373,0.043,0.11,88.1,2023,96.26,79.4,0.52,0.5,8.0,3576.0
Primary Transit,1.04,2.0,2.8989727,0.0421,0.0,79.96,2022,,429.0,1.181,1.468,5.6,5772.0
Primary Transit,1.11,1.172,3.2443141,0.04611,0.0,82.79,2022,,562.1,1.242,1.538,4.5,5859.0
Primary Transit,0.59,0.96,11.88865,0.093,0.22,,2024,280.6,,,,,
Primary Transit,0.0519,0.5629,4.5445697,0.0354,0.32,89.93,2022,190.0,43.338,0.2813,0.3043,,3269.0
Primary Transit,0.85,1.36,4.3345401,0.0543,0.05,84.86,2024,-190.0,,,,,
Primary Transit,0.406,1.274,3.4936264,0.0463,0.0,85.64,2022,,470.0,1.088,1.392,7.5,5725.0
Primary Transit,3.88,1.1,7.433234,0.0795,0.26,87.0,2024,-65.8,,,,,
Primary Transit,0.01117,0.178,3.585287,0.0489,0.3,86.0,2019,,32.0,1.145,1.31,,6201.0
Primary Transit,0.0028,0.1766,5.973865,0.0687,0.19,86.6,2019,,32.0,1.145,1.31,,6201.0
Primary Transit,0.0223,0.18,11.230511,0.1046,0.28,87.7,2019,,32.0,1.145,1.31,,6201.0
Primary Transit,0.175,1.095,6.607662,0.0743,0.0,87.28,2022,,522.2,1.254,1.501,3.8,5975.0
Primary Transit,0.138,0.71,4.353326,0.041,0.04,89.5,2023,306.0,,,,,
Primary Transit,0.035,0.2694,1.348335,0.0229,0.03,88.1,2023,0.1,176.5,0.88,0.83,,5104.0
Primary Transit,0.0639,0.529,5.414654,0.058,0.03,88.8,2023,57.0,176.5,0.88,0.83,,5104.0
Primary Transit,0.12003,0.5513,14.70886,0.113,0.07,89.0,2023,108.0,176.5,0.88,0.83,,5104.0
Primary Transit,0.02051,0.1579,4.7559804,0.05245,,88.36,2019,,44.86,0.851,0.839,7.5,5131.0
Primary Transit,0.02136,0.22536,17.180546,0.1235,0.096,88.41,2019,56.63,44.86,0.851,0.839,7.5,5131.0
Primary Transit,0.00654,0.1178,3.307441,0.0322,0.032,87.6,2024,-6.0,31.06,0.48,0.39,,3324.0
Primary Transit,0.02067,0.1856,13.175682,0.0809,0.056,89.4,2024,169.0,31.06,0.48,0.39,,3324.0
Primary Transit,0.73,1.164,3.1774835,0.04469,0.0,87.82,2022,,310.4,1.178,1.112,0.8,6060.0
Primary Transit,2.3,1.096,56.39879,0.3081,0.747,89.3,2023,129.6,,,,,
Primary Transit,1.01,1.211,3.8016122,0.05222,0.0,85.7,2022,,345.9,,1.65,,6134.0
Primary Transit,0.67,1.49,3.660028,0.051,0.03,86.0,2021,20.0,507.0,1.32,1.82,9.54,
Primary Transit,0.43,1.187,4.0664428,0.04823,0.0,86.2,2022,,205.0,0.905,0.859,4.7,5281.0
Primary Transit,1.15,1.438,4.6174141,0.06311,0.04,88.75,2024,-165.0,,,,,
Primary Transit,6.6,0.2168,4.9019804,0.0336,,89.43,2023,,69.2,0.24,0.252,6.7,3225.0
Primary Transit,,,4.7463,,,,2023,,546.0,1.0,1.09,,5648.0
Primary Transit,2.589,1.133,3.5819111,0.03939,0.069,88.28,2023,268.2,187.5,0.63,0.62,,3920.0
Primary Transit,0.0211,0.2355,5.197576,0.0554,0.13,88.3,2020,140.0,74.797,0.852,0.871,9.4,5325.0
Primary Transit,0.0444,0.4541,16.067541,0.117,0.19,85.6,2020,102.0,74.797,0.852,0.871,9.4,5325.0
Primary Transit,0.8,0.8,338.0,,,,2024,,120.218,0.89,0.954,,5216.0
Primary Transit,0.02029,0.2159,9.151201,,,89.07,2019,,108.932,0.9,0.79,,5243.0
Primary Transit,0.00966,0.1142,0.490047,0.0113,0.0,84.3,2021,,32.61,0.78,0.731,,4850.0
Primary Transit,0.0311,0.2935,12.46103,0.098,0.0,89.7,2021,,32.61,0.78,0.731,,4850.0
Primary Transit,0.45,1.5,2.9233,,0.068,,2022,16.0,,1.538,2.31,2.39,6000.0
Primary Transit,,0.1891,16.336334,0.0872,,89.55,2024,,22.45,0.33,0.33,,3298.0
Primary Transit,,0.20216,5.5382498,0.05251,,89.13,2023,,61.543,0.6296,0.599,,3901.0
Primary Transit,,0.21545,10.688716,0.0814,,89.63,2023,,61.543,0.6296,0.599,,3901.0
Primary Transit,,0.1793,5.424019,0.04753,0.29,88.7,2024,-190.0,43.85,0.487,0.4684,0.71,3528.0
Primary Transit,0.957,1.35,4.378081,0.0579,0.045,80.3,2023,-0.73,459.0,1.36,3.52,3.88,4974.0
Primary Transit,1.113,1.489,3.25352,0.0477,0.018,87.65,2024,,617.4,1.372,1.976,4.51,6020.0
Primary Transit,0.3,1.0,30.08364,0.201,0.15,88.48,2023,39.0,,,,,
Primary Transit,0.017,0.2248,7.44628,0.0534,0.14,89.34,2024,-70.0,30.0623,0.368,0.372,5.1,3422.0
Primary Transit,,0.152,1.8498567,0.03,,,2024,,56.07,1.05,1.02,,5834.0
Primary Transit,,0.2471,17.9636,0.133,,89.65,2023,,57.3973,0.96,0.78,0.57,5225.0
Primary Transit,0.794,1.183,2.8807198,0.04035,0.0,83.82,2022,,177.64,1.056,1.062,4.1,5640.0
Primary Transit,,1.0197,2.77,,,,2024,,375.5,0.82,0.79,,4975.0
Primary Transit,,0.2873,7.01,,,,2024,,375.5,0.82,0.79,,4975.0
Primary Transit,0.0261,0.2516,1.1589,0.0164,,86.36,2022,,80.6,0.452,0.451,,3400.0
Primary Transit,0.006,0.11874,0.9263237,0.01406,,87.7,2023,,12.0641,0.413,0.4144,4.5,3600.0
Primary Transit,,0.3238,5.1830043,0.062,,,2024,,132.2,1.2,1.34,,6156.0
Primary Transit,,0.24,2.42614,0.0339,0.0,87.4,2024,,,,,,
Primary Transit,,0.96,82.97213,0.3546,0.0,89.69,2024,,,,,,
Primary Transit,2.0,1.09,15.266446,0.118,0.46,87.95,2023,170.0,193.8,0.95,0.86,1.2,5433.0
Primary Transit,,0.16879,1.8587028,0.0271,0.19,86.5,2021,238.0,123.74,0.95,0.879,0.125,5550.0
Primary Transit,,0.2748,9.192453,0.0823,0.2,88.49,2021,266.0,123.74,0.95,0.879,0.125,5550.0
Primary Transit,,0.3631,16.364932,0.1255,0.057,89.56,2021,170.0,123.74,0.95,0.879,0.125,5550.0
Primary Transit,,0.08,0.3994445,0.008,,,2024,,18.1,0.48,0.49,,3700.0
Primary Transit,1.49,1.06,9.95581,0.0994,0.1,86.9,2023,2.37,222.5,1.31,3.55,4.92,4896.0
Primary Transit,0.0085,0.12624,3.965991,0.036,,88.64,2023,,27.81,0.392,0.374,7.0,3558.0
Primary Transit,3.29,1.072,225.11757,0.771,0.81,89.72,2022,63.0,346.9,1.218,1.126,,6096.0
Primary Transit,0.53,0.94,31.034,,0.51,,2022,,,1.34,2.5,4.0,5190.0
Primary Transit,,0.607,82.6869,0.349,0.25,89.76,2023,260.0,216.45,0.89,0.81,2.3,5170.0
Primary Transit,,0.8404,482.8191,1.152,0.21,89.9,2023,142.0,216.45,0.89,0.81,2.3,5170.0
Primary Transit,12.89,1.042,7.24599,0.0888,0.325,80.21,2023,20.4,224.14,1.752,2.722,1.98,6189.0
Primary Transit,0.1504,0.285,271.9445,0.847,0.12,89.9,2024,-21.0,95.2,1.1,1.05,,5800.0
Primary Transit,3.87,0.73,22.09341,0.173,0.074,87.9,2023,,87.6,1.42,1.72,2.69,6500.0
Primary Transit,0.0186,0.3105,13.63083,0.107,0.0,89.3,2019,,68.192,0.91,1.0,11.7,5283.0
Primary Transit,0.0142,0.141,3.53796,0.0436,,86.3,2019,,68.192,0.91,1.0,11.7,5283.0
Primary Transit,0.016,0.1222,6.42975,0.0649,,88.9,2023,,68.192,0.91,1.0,11.7,5283.0
Primary Transit,,0.3872,12.19148,0.119,,89.53,2023,,130.46,0.87,0.83,1.4,5190.0
Primary Transit,2.31,1.11,4.28088,0.0555,0.0,85.55,2022,,322.1,1.242,1.409,3.3,6058.0
Primary Transit,0.0654,0.24,6.866196,,0.0,,2024,,54.53,1.2,1.5,,6212.0
Primary Transit,1.53,0.99,10.33111,0.097,0.153,89.2,2020,64.8,179.366,1.14,1.66,6.7,5735.0
Primary Transit,0.67,0.756,1.5227596,0.0185,0.047,88.87,2021,98.0,80.0,0.335,0.348,,3390.0
Primary Transit,0.714,1.1482,10.60057,0.098,0.41,86.35,2024,,291.7,1.03,1.0,5.3,5805.0
Primary Transit,12.37,1.93,4.2889731,0.0656,0.07,80.8,2024,54.0,,1.41,2.35,9.35,6935.0
Primary Transit,0.28,0.762,21.491984,0.1515,0.319,89.56,2024,143.1,330.9,1.0,1.055,6.3,5640.0
Primary Transit,0.1029,0.5576,6.3085044,0.06614,0.0,89.53,2024,,210.08,0.97,0.93,2.2,5749.0
Primary Transit,0.005,0.1035,0.5481579,0.0128,,,2022,,47.4,0.88,0.75,,4621.0
Primary Transit,2.0,0.99,10.24368,0.093,0.395,88.18,2024,288.6,,,,,
Primary Transit,53.6,1.29,3.6775,,0.0,82.65,2019,,,1.8,1.79,,7639.0
Primary Transit,0.05,0.285,23.445,,,89.7,2024,,82.8,0.8,0.78,9.0,5070.0
Primary Transit,,0.223,4.240122,0.051,,,2024,,43.14,1.0,0.93,,5670.0
Primary Transit,0.101,0.589,6.753581,0.073,0.0,85.91,2025,,131.1,1.1,1.29,5.8,5808.0
Primary Transit,2.9,1.069,30.158577,0.2157,0.745,85.2,2024,92.2,358.92,1.46,2.36,4.0,6154.0
Primary Transit,,0.4247,5.4588382,0.065,0.09,88.82,2023,-10.0,161.1,1.24,1.241,0.8,6150.0
Primary Transit,,0.348,17.8999,0.1435,0.2,89.13,2023,-20.0,161.1,1.24,1.241,0.8,6150.0
Primary Transit,3.26,1.06,20.33003,0.158,0.09,,2022,144.0,390.1,1.24,1.4,5.4,6300.0
Primary Transit,,0.47667,12.214286,,,,2022,,,1.0,1.094,,
Primary Transit,0.525,1.059,1.2652328,0.01648,0.06,88.19,2021,,115.93,0.369,0.373,,3350.0
Primary Transit,1.08,1.035,1.630757,0.0199,0.02,88.21,2022,318.0,86.865,0.392,0.394,,3439.0
Primary Transit,0.799,0.879,4.291452,0.0469,0.0,88.41,2024,90.0,381.4,0.739,0.708,6.7,4230.0
Primary Transit,2.34,1.14,4.0966692,0.0559,0.035,88.3,2024,46.0,,,,,
Primary Transit,,0.46472,4.872171,,,,2022,,,1.0,1.023,,
Primary Transit,0.54,1.06,2.930289,0.034,0.08,88.8,2023,262.0,,,,,
Primary Transit,3.65,1.18,5.858858,0.0726,0.33,83.1,2024,75.0,,,,,
Primary Transit,0.4,0.83,6.387597,0.052,0.0,89.1,2021,,147.7,0.53,0.54,,3659.0
Primary Transit,,0.2525,4.07853,0.0506,,89.25,2022,,61.171,0.5,0.485,,3580.0
Primary Transit,0.1935,0.5192,2.32666508,0.0296,0.0,88.08,2021,,134.61,0.639,0.612,7.1,3957.0
Primary Transit,0.42,0.87,3.792622,0.04,0.06,87.5,2023,,136.88,0.612,0.588,10.9,3747.0
Primary Transit,,0.1686,2.594675,0.0243,,,2024,,18.52,0.29,0.31,,3495.0
Primary Transit,0.1847,1.008,10.590547,0.098,0.13,89.21,2022,-86.0,,1.113,1.053,,
Primary Transit,0.0371,0.314,4.77271,0.057,0.14,88.4,2023,,,1.113,1.053,,
Primary Transit,,0.08056,1.2391491,0.01223,0.0,86.8,2020,,14.0078,0.159,0.1895,0.5,3216.0
Primary Transit,0.00909,0.1802,1.548352,0.0225,0.0,,2022,,41.1,0.85,0.66,,4369.0
Primary Transit,,1.5,7.555907,0.0956,0.22,85.5,2019,,1061.0,1.88,1.85,,8500.0
Primary Transit,1.32,1.009,75.12375,0.332,0.018,89.643,2022,125.6,353.7,0.89,1.058,10.8,5700.0
Primary Transit,0.0274,0.2337,7.0491423,0.076,0.0,,2019,,45.6181,1.24,1.43,,6338.0
Primary Transit,0.0135,0.134,3.04405,0.0443,0.23,,2022,,45.6181,1.24,1.43,,6338.0
Primary Transit,,,19.8727,,,,2023,,115.9,0.42,0.42,,3595.0
Primary Transit,3.61,1.086,14.574071,0.1291,0.298,86.24,2021,132.3,401.0,1.349,1.496,1.79,6466.0
Primary Transit,6.01,1.091,6.9839095,0.0723,0.15,89.08,2021,42.1,233.2,1.026,1.233,6.8,5925.0
Primary Transit,0.802,0.961,2.002849,0.0272,0.0,88.13,2024,90.0,383.0,0.666,0.646,7.2,3996.0
Primary Transit,0.00636,0.12463,0.4465697,0.01064,0.0,87.0,2020,,86.01,0.805,0.832,10.0,5326.0
Primary Transit,0.01866,0.2556,10.778838,0.0889,0.23,89.6,2020,219.0,86.01,0.805,0.832,10.0,5326.0
Primary Transit,0.04194,0.2333,25.71268,0.1587,0.11,89.5,2020,-131.0,86.01,0.805,0.832,10.0,5326.0
Primary Transit,0.039,0.22455,77.144,0.33,0.074,89.86,2020,148.0,86.01,0.805,0.832,10.0,5326.0
Primary Transit,0.0601,0.207,433.0,1.034,0.08,,2020,-66.0,86.01,0.805,0.832,10.0,5326.0
Primary Transit,0.576,0.923,2.2035373,0.0272,0.0,88.19,2024,90.0,322.5,0.556,0.54,7.4,3896.0
Primary Transit,1.463,1.02,1.651144,0.02734,0.072,78.38,2019,94.0,200.7,1.1,1.04,7.3,5666.0
Primary Transit,0.063,0.438,47.73022,0.249,0.14,89.83,2023,208.0,104.0,0.905,0.938,8.5,5485.0
Primary Transit,0.39,0.919,2.94815527,0.03379,0.128,87.05,2024,-1.32,225.72,0.6,0.57,7.2,3713.0
Primary Transit,4.3,0.1579,10.441989,0.06,0.24,89.37,2024,-139.0,,,,,
Primary Transit,0.00415,0.0972,1.4344555,0.0183,,89.3,2024,,35.87,0.38,0.38,,3325.0
Primary Transit,0.23,0.7708,12.779107,0.114,0.0,88.9,2025,,193.8,1.23,1.36,2.5,6235.0
Primary Transit,0.0116,0.14497,4.164753,0.0352,,88.67,2023,,27.81,0.337,0.328,7.0,3514.0
Primary Transit,0.03392,0.292018,5.38305,,,89.3,2019,,84.0126,0.87,0.76,,5134.0
Primary Transit,,,2.66881,,,,2023,,509.0,1.0,1.06,,5549.0
Primary Transit,,,8.449876,,,,2023,,146.0,0.4,0.41,,3330.0
Primary Transit,,,3.99524,,,,2022,,256.0,0.68,0.67,,4348.0
Primary Transit,,,1.343636,,,,2023,,581.579,1.25,1.1,,6339.0
Primary Transit,24.75,0.85,7.148972,0.085,0.034,89.16,2025,120.0,416.0,1.0,2.35,,5706.0
Primary Transit,0.012,0.1472,10.904821,0.05722,0.15,89.68,2024,-160.0,,,,,
Primary Transit,0.0035,0.0919,0.8574347,0.0108,,87.2,2024,,23.02,0.23,0.24,,3075.0
Primary Transit,1.17,1.22,4.023687,0.055,0.0,,2024,,364.715,1.04,1.7,,6004.0
Primary Transit,,,1.9281027,,,,2023,,86.34,0.36,0.37,,3264.0
Primary Transit,,,2.8405312,,,,2023,,416.46,0.69,1.03,,4389.0
Primary Transit,1.635,1.284,5.7987,0.0731,0.091,88.68,2024,,596.7,1.548,2.338,2.31,6223.0
Primary Transit,0.798,1.063,2.576184,0.02949,0.04,87.06,2023,-0.59,117.48,0.514,0.489,7.8,3635.0
Primary Transit,,0.70328,3.87124,,,,2023,,,,,,5780.0
Primary Transit,0.247,0.5719,5.8267311,0.069,,88.96,2025,,177.2,1.29,1.65,3.65,6110.0
Primary Transit,0.1495,0.7075,16.17989,0.1281,0.22,,2024,,205.924,1.072,1.629,4.2,5900.75
Primary Transit,0.039,0.2364,7.501437,0.0763,0.16,88.5,2025,-11.0,78.73,1.107,1.662,6.0,6047.0
Primary Transit,0.0289,0.25,12.56364,0.1,0.33,88.8,2025,-163.0,78.73,1.107,1.662,6.0,6047.0
Primary Transit,,,0.8496822,,,,2023,,229.4,0.455,0.68,,3493.0
Primary Transit,0.00529,0.1053,1.3888725,0.01541,,87.3,2024,,31.47,0.25,0.26,,3200.0
Primary Transit,,,1.333,,,,2023,,211.73,1.0,1.06,,
Primary Transit,1.05,1.28,2.392679,0.036,0.036,,2024,42.0,220.882,1.09,1.27,,5816.0
Primary Transit,,,3.653542,,,,2023,,399.6,1.0,1.22,,5660.0
Primary Transit,0.435,1.693,4.66155983,0.0678,0.0,86.73,2023,,,,,,
Primary Transit,,,9.77124,,,,2023,,243.6,0.9,0.79,,
Primary Transit,0.0485,0.3354,5.0988179,0.04825,0.19,87.47,2022,336.6,33.022,0.577,0.55,7.2,3708.0
Primary Transit,,,3.09225,,,,2023,,314.0,0.65,0.68,,6661.0
Primary Transit,0.303,0.824,6.402513,0.0708,0.0,86.62,2023,,,,,,
Primary Transit,0.00453,0.09626,0.23818244,0.0054,0.0,74.4,2024,,20.3855,0.353,0.37,,3421.0
Primary Transit,6.33,1.06,3.4095675,0.0486,0.07,88.4,2021,286.0,178.5,1.311,1.345,1.28,6250.0
Primary Transit,7.84,1.03,9.485236,0.076,0.02,89.0,2024,114.0,,0.64,0.61,6.4,3977.0
Primary Transit,0.0041,0.0937,0.28,,,,2024,,20.55,0.272,0.296,,3358.0
Primary Transit,10.0,0.97,6.8500246,0.0576,0.34,88.4,2024,45.0,,0.53,0.49,7.6,3539.0
Primary Transit,1.04,1.0072,1.79058695,0.02292,0.05,88.8,2024,23.8,172.08,0.458,0.457,,3444.0
Primary Transit,0.88,1.771,5.0037775,0.06608,0.05,82.54,2021,159.0,341.9,1.536,2.082,1.99,6460.0
Primary Transit,,0.214,1.5275657,0.021,,,2024,,57.75,0.42,0.43,,3424.0
Primary Transit,0.75,0.98,18.18424,0.133,0.667,88.17,2024,215.4,,,,,
Primary Transit,0.014,0.2025,2.598902,0.0295,,89.14,2023,,64.23,0.514,0.512,,3681.0
Primary Transit,0.01148,0.2016,4.6955507,0.0437,,89.3,2023,,64.23,0.514,0.512,,3681.0
Primary Transit,0.0164,0.1713,7.1027268,0.0576,,89.6,2023,,64.23,0.514,0.512,,3681.0
Primary Transit,0.192,0.4541,5.056973,0.0633,0.09,84.93,2024,116.0,212.128,1.047,1.802,,5818.93
Primary Transit,0.031,,3.945548,0.048,,,2024,,142.87,1.0,0.99,,5625.0
Primary Transit,0.0759785,0.469305,3.633575,,,88.43,2019,,66.907,0.54,0.544,,3659.0
Primary Transit,0.0739,0.4693,1.977143,0.0231,0.1,86.68,2021,45.4,46.16,0.442,0.421,5.5,3505.0
Primary Transit,1.234,1.17,11.2365985,0.1038,0.46,85.77,2019,72.9,143.0,1.18,1.28,2.92,6295.0
Primary Transit,0.0387,0.339,6.8392339,0.0668,,,2021,,83.1548,0.85,1.084,,5085.0
Primary Transit,4.34,1.087,16.24921,0.129,0.6,89.6,2024,1.7,93.73,1.082,1.086,3.8,5756.0
Primary Transit,0.357,0.792,7.8458,0.079,0.3896,87.6503,2024,-107.8189,93.73,1.082,1.086,3.8,5756.0
Primary Transit,0.00406,0.08154,9.977219,0.0677,0.075,89.6,2020,210.0,31.127,0.416,0.42,1.5,3480.0
Primary Transit,0.0249,0.232,16.051137,0.0929,0.068,88.9,2020,30.0,31.127,0.416,0.42,1.5,3480.0
Primary Transit,0.00711,0.09573,37.42396,0.1633,0.042,89.8,2020,10.0,31.127,0.416,0.42,1.5,3480.0
Primary Transit,,0.08502,27.80978,0.134,0.059,89.6,2023,70.0,31.127,0.416,0.42,1.5,3480.0
Primary Transit,0.36,1.02,9.691,0.091,0.04,,2024,131.0,442.0,1.07,4.1,10.3,4700.0
Primary Transit,0.0176,0.1828,9.531361,0.07928,0.54,88.22,2021,68.0,58.62,0.732,0.674,0.83,4622.0
Primary Transit,0.0274,0.241,51.69906,0.2447,0.089,89.78,2021,115.0,58.62,0.732,0.674,0.83,4622.0
Primary Transit,0.0236,0.22072,84.8396,0.3405,0.073,89.82,2021,30.0,58.62,0.732,0.674,0.83,4622.0
Primary Transit,,0.1383,19.288064,0.083,,89.856,2023,,42.46,0.225,0.24,6.2,3074.0
Primary Transit,0.00774,0.11821,0.76837931,0.01195,0.0,86.1,2020,,22.04,0.38,0.38,3.1,3358.0
