detection_type,mass,radius,orbital_period,semi_major_axis,discovered,star_distance,star_mass,star_radius,star_teff
Primary Transit,,0.173,15.36262753,,2016,618.0,0.78,0.74,4919.0
Primary Transit,,0.076,2.88879862,,2016,527.0,1.15,1.29,5732.0
Primary Transit,,0.111,6.73972381,,2016,838.0,1.02,1.03,5733.0
Primary Transit,,0.083,2.27952666,,2016,491.0,0.82,0.77,5046.0
Primary Transit,,0.231,12.2854603,,2016,492.0,0.63,0.61,4098.0
Primary Transit,,0.202,5.53608151,,2016,492.0,0.63,0.61,4098.0
Primary Transit,,0.255,20.9568158,,2016,492.0,0.63,0.61,4098.0
Primary Transit,,0.219,37.6327084,,2016,492.0,0.63,0.61,4098.0
Primary Transit,,0.158,99.2530951,,2016,521.0,0.81,0.74,5078.0
Primary Transit,0.00021,0.047,10.3126,0.0746,2014,66.99,0.52,0.44,3841.0
Primary Transit,0.0062,0.107,13.7813,,2014,66.99,0.52,0.44,3841.0
Primary Transit,0.00201,0.108,23.0881,,2014,66.99,0.52,0.44,3841.0
Primary Transit,,0.105,6.48021673,,2016,760.0,0.98,0.98,5753.0
Primary Transit,,0.15,54.4092333,,2016,721.0,1.03,1.1,5840.0
Primary Transit,,0.175,15.1410397,,2016,1117.0,0.88,0.85,5479.0
Primary Transit,,0.071,2.44357812,,2016,462.0,0.95,0.92,5697.0
Primary Transit,,0.124,3.93766373,,2016,820.0,1.64,2.55,6481.0
Primary Transit,,0.071,3.78470649,,2016,507.0,1.17,1.23,6138.0
Primary Transit,,0.185,18.2206421,,2016,1236.0,1.18,1.27,6195.0
Primary Transit,,0.153,47.449955,,2016,770.0,1.09,1.12,6026.0
Primary Transit,,0.08,2.78815679,,2016,793.0,1.13,1.18,6126.0
Primary Transit,,0.092,4.13827595,,2016,793.0,1.13,1.18,6126.0
Primary Transit,,0.112,1.63865306,,2016,1256.0,0.97,0.96,5735.0
Primary Transit,,0.262,15.771044,0.127,2014,395.45,1.08,1.3,5594.0
Primary Transit,,0.302,157.072878,0.586,2014,395.45,1.08,1.3,5594.0
Primary Transit,0.01466,1.695,7.305699922,0.076,2023,395.45,1.08,1.3,5594.0
Primary Transit,9.28,1.512,1.763588,0.03641,2011,415.0,1.72,1.74,7650.0
Primary Transit,,0.145,9.06689421,,2016,879.0,0.83,0.78,5044.0
Primary Transit,,0.15,11.20066445,,2016,1242.0,1.07,1.1,5964.0
Primary Transit,,0.068,2.03387914,,2016,681.0,0.9,0.87,5416.0
Primary Transit,,0.191,5.19492202,,2016,1801.0,1.11,1.15,6060.0
Primary Transit,,0.179,15.9314739,,2016,946.0,0.84,0.8,5261.0
Primary Transit,,0.353,28.2274184,,2016,1605.0,1.05,1.07,5925.0
Primary Transit,,0.098,11.62905828,,2016,587.0,1.05,1.12,5892.0
Primary Transit,,0.201,20.0711504,,2016,1275.0,1.1,1.15,6010.0
Primary Transit,,0.079,2.99793191,,2016,426.0,1.21,1.35,6170.0
Primary Transit,,0.093,0.76486493,,2016,722.0,0.83,0.79,5160.0
Primary Transit,,0.1231,3.254277742,0.0443,2014,583.859,1.15,1.191,6108.41
Primary Transit,,0.1401,91.3514816,0.409,2014,583.859,1.15,1.191,6108.41
Primary Transit,,0.159,60.866168,,2016,283.53,0.594,0.566,3950.0
Primary Transit,,0.252,86.1150888,,2016,1431.0,0.95,0.92,5664.0
Primary Transit,,0.074,3.6146051,,2016,639.0,1.06,1.27,5880.0
Primary Transit,,0.162,13.1829642,,2016,1162.0,0.84,0.8,5196.0
Primary Transit,,0.11,3.51576315,,2016,534.0,0.8,0.75,4951.0
Primary Transit,,0.115,0.63642408,,2016,1066.0,0.89,0.84,5267.0
Primary Transit,,0.079,1.49514952,,2016,807.0,1.09,1.15,6019.0
Primary Transit,,0.089,20.3505213,,2016,656.0,1.02,1.02,5839.0
Primary Transit,,0.148,22.4764425,,2016,499.0,0.77,0.72,4770.0
Primary Transit,,0.255,42.5215895,,2016,1498.58,1.01,1.087,5672.0
Primary Transit,,0.062,3.107675,0.039,2014,303.83,1.0,0.79,4910.0
Primary Transit,,0.126,7.010606,0.067,2014,303.83,1.0,0.79,4910.0
Primary Transit,,0.114,6.69960006,,2016,923.0,0.82,0.79,5187.0
Primary Transit,,0.083,6.9131112,,2016,675.0,1.25,1.42,6335.0
Primary Transit,,0.18,18.6051942,,2016,2081.0,1.15,1.23,6194.0
Primary Transit,,0.095,23.955378,,2016,449.0,0.79,0.75,4939.0
Primary Transit,,0.103,29.6091744,,2016,620.0,1.02,1.07,5838.0
Primary Transit,,0.084,14.4541302,,2016,499.0,0.97,0.95,5718.0
Primary Transit,,0.139,14.2563227,,2016,1211.0,1.02,1.02,5831.0
Primary Transit,,0.098,0.96897238,,2016,1220.0,1.01,1.01,5793.0
Primary Transit,,0.146,10.67607169,,2016,802.0,1.28,1.36,6184.0
Primary Transit,,0.115,4.48487493,,2016,1156.0,1.05,1.07,5902.0
Primary Transit,,0.178,2.024152,0.032,2014,557.51,0.99,1.27,5790.0
Primary Transit,,0.255,4.761702,0.057,2014,557.51,0.99,1.27,5790.0
Primary Transit,,0.193,41.809118,0.242,2014,557.51,0.99,1.27,5790.0
Primary Transit,,0.105,2.46050993,,2016,541.0,0.77,0.72,4796.0
Primary Transit,,0.131,5.86601526,,2016,1270.0,1.03,1.03,5806.0
Primary Transit,,0.198,23.9109011,,2016,1552.0,1.09,1.13,6031.0
Primary Transit,,0.139,4.13592271,,2016,1328.0,1.14,1.19,6097.0
Primary Transit,,0.099,8.05333618,,2016,680.0,1.47,2.04,6291.0
Primary Transit,,0.077,4.45343281,,2016,681.0,1.21,1.32,6356.0
Primary Transit,,0.117,9.705716,,2016,1142.0,1.06,1.09,5972.0
Primary Transit,,0.122,10.9295461,,2016,1182.0,0.93,0.9,5557.0
Primary Transit,,0.084,2.31942009,,2016,866.0,0.97,0.96,5530.0
Primary Transit,,0.13,8.07392849,,2016,215.0,0.46,0.43,3578.0
Primary Transit,,0.215,16.007583,0.127,2014,828.71,,1.36,5848.0
Primary Transit,,0.301,27.082511,0.181,2014,828.71,,1.36,5848.0
Primary Transit,,0.112,39.859484,,2016,685.0,0.98,0.96,5698.0
Primary Transit,,0.117,39.4419839,,2016,751.0,1.0,1.0,5802.0
Primary Transit,,0.351,81.4162941,,2016,525.0,1.34,1.44,6394.0
Primary Transit,,0.087,2.41811321,,2016,475.0,1.19,1.27,6289.0
Primary Transit,,0.194,33.42035034,,2016,340.0,1.03,1.05,5810.0
Primary Transit,,0.0972,10.60052083,0.0948,2016,506.357,1.18,1.293,6173.11
Primary Transit,,0.073,0.68996783,,2016,162.0,0.81,0.75,4865.0
Primary Transit,,0.259,56.6747285,,2016,871.0,0.97,0.95,5722.0
Primary Transit,,0.144,12.27065865,,2016,786.0,0.95,0.93,5774.0
Primary Transit,,0.15,13.2274528,,2016,1321.0,1.08,1.1,5979.0
Primary Transit,,0.119,5.885273,0.066,2014,389.22,1.03,1.24,6075.0
Primary Transit,,0.12,10.104665,0.094,2014,389.22,1.03,1.24,6075.0
Primary Transit,,0.153,54.5094166,,2016,490.0,0.71,0.68,4524.0
Primary Transit,,0.299,35.622233,,2016,1159.0,1.0,0.99,5782.0
Primary Transit,,0.241,42.913751,,2016,974.0,1.41,2.06,6101.0
Primary Transit,,0.238,47.1611696,,2016,1284.0,0.97,0.94,5665.0
Primary Transit,,0.168,47.0319479,,2016,795.0,0.9,0.86,5448.0
Primary Transit,,0.193,49.276764,,2016,392.0,0.62,0.6,4075.0
Primary Transit,,0.102,18.1373829,,2016,379.0,0.64,0.62,4231.0
Primary Transit,,0.178,51.1110243,,2016,728.0,1.01,1.01,5866.0
Primary Transit,,0.246,47.9872764,,2016,642.0,0.96,0.94,5653.0
Primary Transit,,0.121,62.8691611,,2016,435.0,0.78,0.74,4828.0
Primary Transit,0.117,0.236,22.951,,2013,576.15,1.28,1.98,6022.0
Primary Transit,0.25,0.385,42.882,,2013,576.15,1.28,1.98,6022.0
Primary Transit,,0.175,29.9633247,,2016,574.0,0.7,0.67,4422.0
Primary Transit,,0.181,29.3494775,,2016,752.0,0.79,0.74,4919.0
Primary Transit,,0.341,65.6488341,,2016,1368.0,1.0,1.0,5756.0
Primary Transit,,0.166,25.15864,,2016,1341.0,0.96,0.95,5679.0
Primary Transit,,0.148,31.7785901,,2016,692.0,1.02,1.01,5828.0
Primary Transit,,0.089,5.32786292,,2016,692.0,1.02,1.01,5828.0
Primary Transit,,0.158,31.8277111,,2016,350.0,0.75,0.71,4726.0
Primary Transit,,0.138,31.1750448,,2016,686.0,1.01,1.02,5884.0
Primary Transit,,0.294,47.0569043,,2016,890.0,0.86,0.82,5332.0
Primary Transit,,0.154,8.23984869,,2016,1899.24,1.03,1.841,5774.53
Primary Transit,,0.103,3.54553021,,2016,1899.24,1.03,1.841,5774.53
Primary Transit,,0.29717,19.59059906,0.1456,2017,1899.24,1.03,1.841,5774.53
Primary Transit,,0.25,21.8635301,,2016,1255.0,0.92,0.89,5507.0
Primary Transit,,0.331,31.158799,0.2,2014,716.797,1.1,1.16,6034.0
Primary Transit,,0.2792,76.732171,0.364,2014,716.797,1.1,1.16,6034.0
Primary Transit,,0.095,16.2950903,,2016,569.0,0.8,0.76,4961.0
Primary Transit,,0.126,3.63899398,,2016,1059.0,0.95,0.93,5660.0
Primary Transit,,0.17,38.1312831,,2016,1269.0,1.16,1.25,6159.0
Primary Transit,,0.106,14.4273551,,2016,625.0,1.09,1.09,6046.0
Primary Transit,,0.193,36.4333452,,2016,1214.0,1.04,1.04,5870.0
Primary Transit,,0.261,82.177374,,2016,1714.0,1.18,1.28,6214.0
Primary Transit,,0.149,10.35863224,,2016,1218.0,0.98,0.96,5663.0
Primary Transit,,0.105,11.55530021,,2016,525.0,0.81,0.78,5100.0
Primary Transit,,0.154,26.0840594,,2016,1405.0,1.04,1.06,5904.0
Primary Transit,,0.163,14.53261362,,2016,619.0,0.99,0.98,5796.0
Primary Transit,,0.136,12.610584,0.113,2014,1073.89,1.01,1.47,6012.0
Primary Transit,,0.217,33.416423,0.216,2014,1073.89,1.01,1.47,6012.0
Primary Transit,,0.3515,22.1270885,0.1525,2016,500.892,0.83,0.799,4986.94
Primary Transit,,0.11,5.94220998,,2016,493.0,0.8,0.75,4908.0
Primary Transit,,0.09,12.25384348,0.1016,2016,442.0,0.98,0.977,5567.9
Primary Transit,,0.136,9.5085156,,2016,1327.0,1.25,1.4,6337.0
Primary Transit,,0.188,30.4549136,,2016,1095.0,0.94,0.92,5730.0
Primary Transit,,0.131,19.9157725,,2016,550.0,1.11,1.12,6087.0
Primary Transit,,0.207,54.6495759,,2016,1465.0,1.08,1.12,5965.0
Primary Transit,,0.19,7.31946363,,2016,1094.0,1.38,1.63,6541.0
Primary Transit,,0.166,39.8189932,,2016,905.825,1.03,1.9769,5757.09
Primary Transit,,0.14729,6.158269882,0.0658,2017,905.825,1.03,1.9769,5757.09
Primary Transit,,0.158,82.294751,,2016,1283.05,1.0,1.308,5655.0
Primary Transit,,0.0455,0.680741,0.0146,2023,1283.05,1.0,1.308,5655.0
Primary Transit,,0.161,1.729366,0.028,2014,809.42,,0.85,5272.0
Primary Transit,,0.321,4.180043,0.05,2014,809.42,,0.85,5272.0
Primary Transit,,0.774,51.84688575,,2016,809.42,,0.85,5272.0
Primary Transit,,0.271,92.4362973,,2016,968.0,0.9,0.87,5515.0
Primary Transit,,0.135,16.5861762,,2016,1312.0,1.0,0.99,5728.0
Primary Transit,,0.133,16.75255007,,2016,371.0,0.77,0.72,4712.0
Primary Transit,,0.126,15.0217983,,2016,572.0,1.06,1.29,5863.0
Primary Transit,,0.274,91.080482,,2016,1059.0,0.96,0.94,5659.0
Primary Transit,,0.262,85.273256,,2016,1307.0,1.03,1.04,5831.0
Primary Transit,,0.198,64.6588017,,2016,1293.0,1.18,1.27,6182.0
Primary Transit,,0.148,8.74199772,,2016,1122.0,0.96,0.95,5675.0
Primary Transit,,0.119,48.051405,,2016,740.0,0.86,0.81,5256.0
Primary Transit,,0.106,44.2008,,2016,310.0,0.82,0.78,5097.0
Primary Transit,,0.3702,29.19899219,0.1815,2014,571.034,0.93,1.0,5380.49
Primary Transit,,0.149,55.3291399,0.2779,2014,571.034,0.93,1.0,5380.49
Primary Transit,,0.3818,160.0191598,0.5642,2014,571.034,0.93,1.0,5380.49
Primary Transit,8.4,1.136,6.790123,,2011,980.0,1.51,2.05,6395.0
Primary Transit,,0.107,15.0330105,,2016,904.0,1.0,1.0,5845.0
Primary Transit,,0.139,14.5564533,,2016,888.0,1.2,1.3,6229.0
Primary Transit,,0.284,41.7083629,,2016,1540.0,1.44,1.72,6666.0
Primary Transit,,0.203,96.16987,,2016,850.0,0.77,0.74,5069.0
Primary Transit,,0.19,82.304003,,2016,1029.0,0.85,0.81,5393.0
Primary Transit,,0.083,30.8609366,,2016,359.0,0.93,0.86,5686.0
Primary Transit,,0.118,14.0329154,,2016,1318.0,0.95,0.93,5676.0
Primary Transit,,0.075,16.0506213,,2016,342.0,0.89,0.85,5410.0
Primary Transit,,0.119,20.7056504,,2016,892.0,1.14,1.22,6158.0
Primary Transit,,0.165,25.4338197,,2016,1277.0,1.0,0.99,5780.0
Primary Transit,,0.112,3.428054,0.044,2014,914.4,,0.94,5560.0
Primary Transit,,0.329,7.381998,0.073,2014,914.4,,0.94,5560.0
Primary Transit,,0.249,12.56093,0.104,2014,914.4,,0.94,5560.0
Primary Transit,,0.278,30.826557,0.189,2014,914.4,,0.94,5560.0
Primary Transit,0.0283,0.325,637.2093,1.24,2017,914.4,,0.94,5560.0
Primary Transit,,0.3,84.703921,,2016,1615.0,1.19,1.28,6200.0
Primary Transit,,0.15,23.2382792,,2016,897.0,1.17,1.29,6064.0
Primary Transit,,0.105,20.35972599,,2016,162.0,0.73,0.67,4372.0
Primary Transit,0.152,0.76671,160.8842,0.5416,2016,349.247,0.943,0.95,5491.0
Primary Transit,5.28,1.108,217.83184,0.753,2016,389.3,1.2,1.29,6145.0
Primary Transit,,0.105,10.514181,0.0997,2020,389.3,1.2,1.29,6145.0
Primary Transit,,0.852,214.3114164,,2016,504.0,1.3,1.41,6511.0
Primary Transit,,0.156,7.25931979,,2016,872.0,1.04,1.07,5904.0
Primary Transit,,0.871,5.54608367,,2016,869.0,1.58,1.95,7010.0
Primary Transit,,0.272,5.11177904,,2016,1140.0,1.54,1.88,6846.0
Primary Transit,,0.63,240.7989397,,2016,858.0,0.94,0.91,5644.0
Primary Transit,,0.273,15.228958,0.116,2014,662.19,0.83,0.83,5460.0
Primary Transit,,0.186,24.674612,0.16,2014,662.19,0.83,0.83,5460.0
Primary Transit,6.3e-05,,0.65355357,0.013,2016,636.0,0.76,0.71,4677.0
Primary Transit,,0.223,47.14840805,,2016,227.0,0.81,0.76,5042.0
Primary Transit,,0.154,1.84788917,,2016,690.0,0.96,0.93,5706.0
Primary Transit,,0.141,0.93875077,,2016,918.0,0.97,0.96,5708.0
Primary Transit,,0.316,70.9674603,,2016,506.0,1.17,1.25,6179.0
Primary Transit,,0.081,2.41660118,,2016,396.0,1.07,1.04,5748.0
Primary Transit,,0.217,3.908632,,2016,576.0,0.73,0.69,4601.0
Primary Transit,,0.426,160.129918,,2016,1560.0,1.21,1.32,6224.0
Primary Transit,,0.13,1.79111021,,2016,916.0,1.03,1.03,5857.0
Primary Transit,,0.187,5.33905686,,2016,683.0,0.81,0.77,5048.0
Primary Transit,,0.249,18.207973,0.124,2014,441.09,0.84,0.765,5050.0
Primary Transit,,0.213,88.255055,0.356,2014,441.09,0.84,0.765,5050.0
Primary Transit,,0.146,2.5904434,,2016,489.876,0.92,0.817,5338.57
Primary Transit,,0.147,5.3227406,,2016,489.876,0.92,0.817,5338.57
Primary Transit,,0.29245,9.20761013,0.0865,2017,489.876,0.92,0.817,5338.57
Primary Transit,,0.099,1.13854338,,2016,670.0,1.16,1.27,6260.0
Primary Transit,,0.12,1.09366356,,2016,824.0,0.91,0.88,5559.0
Primary Transit,,0.309,308.5471,,2016,852.0,1.31,1.51,6431.0
Primary Transit,,0.169,5.71668872,,2016,1107.0,0.9,0.86,5442.0
Primary Transit,,0.227,138.9442,,2016,879.0,1.08,1.11,6021.0
Primary Transit,,0.28,364.758031,,2016,401.0,0.71,0.67,4434.0
Primary Transit,,0.105,1.4444538,,2016,503.0,0.81,0.77,5079.0
Primary Transit,,0.252,175.138819,,2016,1291.0,1.03,1.03,5837.0
Primary Transit,,0.241,133.3036741,,2016,788.0,0.84,0.8,5176.0
Primary Transit,,0.261,18.870227,0.129,2014,465.53,,0.89,5404.0
Primary Transit,,0.226,46.90232,0.237,2014,465.53,,0.89,5404.0
Primary Transit,,0.2801,125.4132302,0.4426,2016,244.96,0.676,0.695,4323.0
Primary Transit,,0.103,8.40691199,,2016,414.0,0.86,0.81,5282.0
Primary Transit,,0.068,3.95116882,,2016,336.0,0.94,0.99,5564.0
Primary Transit,,0.058,2.89223021,,2016,336.0,0.94,0.99,5564.0
Primary Transit,,0.078,5.99273738,,2016,336.0,0.94,0.99,5564.0
Primary Transit,,0.068,5.10115756,,2016,336.0,0.94,0.99,5564.0
Primary Transit,,0.242,6.96710269,,2016,1114.0,1.39,1.65,6561.0
Primary Transit,,0.159,168.811174,,2016,349.0,0.81,0.74,4886.0
Primary Transit,,0.241,163.692349,,2016,688.0,0.84,0.8,5201.0
Primary Transit,,0.279,19.5974971,,2016,994.0,0.95,0.93,5623.0
Primary Transit,,0.08,0.69297968,,2016,665.0,1.12,1.18,6078.0
Primary Transit,,0.236,124.828679,,2016,1150.0,0.99,0.97,5706.0
Primary Transit,,0.229,214.886545,,2016,792.0,0.88,0.84,5324.0
Primary Transit,,0.202,33.040532,0.198,2014,939.89,0.89,1.0,5690.0
Primary Transit,,0.263,62.303276,0.303,2014,939.89,0.89,1.0,5690.0
Primary Transit,,0.343,20.54981883,,2016,939.89,0.89,1.0,5690.0
Primary Transit,,0.134,3.93276465,,2016,939.89,0.89,1.0,5690.0
Primary Transit,,0.134,9.91935684,,2016,939.89,0.89,1.0,5690.0
Primary Transit,,0.269,225.582809,,2016,1202.0,1.07,1.11,5991.0
Primary Transit,,0.237,24.4973698,,2016,1560.0,1.14,1.22,6136.0
Primary Transit,,0.22,184.771853,,2016,618.0,0.85,0.78,5202.0
Primary Transit,,0.103,4.24261881,,2016,719.0,0.85,0.81,5288.0
Primary Transit,,0.259,198.088774,,2016,982.0,0.84,0.81,5297.0
Primary Transit,,0.144,8.10501635,,2016,1382.0,1.04,1.06,5866.0
Primary Transit,,0.175,8.82713457,,2016,1060.0,0.97,0.95,5608.0
Primary Transit,,0.136,3.74032496,,2016,1532.0,1.11,1.17,6099.0
Primary Transit,,0.061,3.50470358,,2016,343.0,0.83,0.79,5101.0
Primary Transit,,0.064,0.97191543,,2016,580.0,0.86,0.82,5316.0
Primary Transit,,0.186,5.931194,0.056,2014,295.99,0.58,0.62,4508.0
Primary Transit,,0.2,52.661793,0.242,2014,295.99,0.58,0.62,4508.0
Primary Transit,,0.079,3.03195744,,2016,529.0,1.02,1.02,5815.0
Primary Transit,,0.097,1.00520701,,2016,993.0,1.07,1.11,5957.0
Primary Transit,,0.317,64.2737752,,2016,1315.0,1.02,1.05,5760.0
Primary Transit,,0.067,3.43276598,,2016,547.0,1.0,0.99,5765.0
Primary Transit,,0.131,18.0540381,,2016,872.0,0.93,0.9,5528.0
Primary Transit,,0.106,1.53818844,,2016,657.0,0.76,0.73,4940.0
Primary Transit,,0.07,0.53991524,,2016,511.0,0.84,0.81,5254.0
Primary Transit,,0.244,153.979578,,2016,1226.0,0.95,0.93,5655.0
Primary Transit,,0.116,20.925392,,2016,883.0,1.09,1.19,5956.0
Primary Transit,,0.15,5.79180156,,2016,1050.0,1.25,1.4,6319.0
Primary Transit,,0.205,4.973456,0.054,2014,449.22,,0.81,5094.0
Primary Transit,,0.227,15.906801,0.117,2014,449.22,,0.81,5094.0
Primary Transit,,0.095,26.548955,,2016,463.0,0.92,0.89,5550.0
Primary Transit,,0.136,3.38555488,,2016,802.0,1.23,1.39,6297.0
Primary Transit,,0.084,5.49548621,,2016,600.0,0.97,0.95,5618.0
Primary Transit,,0.107,2.6157554,,2016,1180.0,1.01,1.0,5808.0
Primary Transit,,0.115,6.9424334,,2016,1275.0,1.06,1.08,5892.0
Primary Transit,,0.117,2.55314213,,2016,1170.0,0.95,0.92,5667.0
Primary Transit,,0.093,6.98471973,,2016,460.91,1.01,0.961,5674.51
Primary Transit,,0.101,6.30560247,,2016,543.0,0.78,0.74,4862.0
Primary Transit,,0.093,1.45088691,,2016,1016.0,0.9,0.86,5545.0
Primary Transit,,0.075,0.84990789,,2016,466.0,0.75,0.7,4584.0
Primary Transit,,0.118,1.732342,0.028,2014,791.27,,1.04,5774.0
Primary Transit,,0.2,13.5405,0.11,2014,791.27,,1.04,5774.0
Primary Transit,,0.13,7.02573474,,2016,791.27,,1.04,5774.0
Primary Transit,,0.188,56.6449279,,2016,872.0,1.47,2.15,6228.0
Primary Transit,,0.071,6.28385491,,2016,443.0,1.12,1.23,6022.0
Primary Transit,,0.133,4.83817712,,2016,112.0,0.28,0.3,3208.0
Primary Transit,,0.054,9.32807355,,2016,357.0,0.94,0.91,5645.0
Primary Transit,,0.144,13.3997099,,2016,1325.0,1.1,1.13,6069.0
Primary Transit,,0.16,3.5827463,,2016,1269.0,0.94,0.91,5538.0
Primary Transit,,0.136,15.6049212,,2016,864.0,1.45,1.75,6681.0
Primary Transit,,0.119,9.4060467,,2016,907.0,1.08,1.22,5933.0
Primary Transit,,0.068,7.84931739,,2016,658.0,0.96,0.99,5817.0
Primary Transit,,0.097,0.99166527,,2016,1418.0,1.18,1.25,6166.0
Primary Transit,,0.189,16.709184,0.111,2014,315.177,0.73,0.65,4628.0
Primary Transit,,0.17,28.551383,0.158,2014,315.177,0.73,0.65,4628.0
Primary Transit,,0.0384,0.645088,0.0124,2023,315.177,0.73,0.65,4628.0
Primary Transit,,0.102,7.61760804,,2016,900.0,1.11,1.16,6053.0
Primary Transit,,0.113,8.18504949,,2016,1090.0,1.1,1.16,6082.0
Primary Transit,,0.137,3.05710069,,2016,1349.0,1.18,1.28,6213.0
Primary Transit,,0.283,174.509835,,2016,755.0,0.81,0.77,4995.0
Primary Transit,,0.095,2.71603809,,2016,1100.0,1.06,1.08,5946.0
Primary Transit,,0.11,4.56380468,,2016,841.0,0.84,0.8,5203.0
Primary Transit,,0.17,66.373379,,2016,1166.0,0.95,0.92,5706.0
Primary Transit,,0.095,2.94654179,,2016,1255.0,1.25,1.39,6377.0
Primary Transit,,0.085,4.34195123,,2016,734.0,1.07,1.09,5940.0
Primary Transit,,0.145,122.363553,,2016,1004.0,0.99,0.99,5767.0
Primary Transit,,0.212,10.139623,0.082,2014,377.79,,0.66,4625.0
Primary Transit,,0.304,43.595792,0.218,2014,377.79,,0.66,4625.0
Primary Transit,0.66,0.96,4.942782,0.05714,2011,755.38,1.02,0.99,5515.0
Primary Transit,,0.279,386.370548,,2016,1030.81,0.86,0.8658,5102.0
Primary Transit,,0.17326,7.298049927,0.0689,2017,1030.81,0.86,0.8658,5102.0
Primary Transit,,0.073,2.20921951,,2016,660.0,1.04,1.07,5869.0
Primary Transit,,0.12,11.17931605,,2016,815.0,1.22,1.36,6296.0
Primary Transit,,0.115,2.27163926,,2016,1751.0,1.21,1.31,6241.0
Primary Transit,,0.126,0.68368426,,2016,562.0,0.81,0.76,4976.0
Primary Transit,,0.096,85.7565495,,2016,224.0,0.86,0.82,5280.0
Primary Transit,,0.185,196.435224,,2016,880.0,0.9,0.86,5422.0
Primary Transit,,0.082,13.6473676,,2016,735.0,1.14,1.21,6116.0
Primary Transit,,0.154,16.4735686,,2016,832.0,0.75,0.72,4992.0
Primary Transit,,0.198,114.34219,,2016,1483.0,1.18,1.27,6132.0
Primary Transit,,0.153,4.309397,0.05511,2014,962.92,,1.12,5471.0
Primary Transit,,0.335,13.699429,0.1192,2014,962.92,,1.12,5471.0
Primary Transit,,0.144,8.70181574,,2016,1063.0,0.91,0.87,5383.0
Primary Transit,,0.1865,44.98529816,0.2323,2023,1063.0,0.91,0.87,5383.0
Primary Transit,,0.072,5.1762429,,2016,686.0,0.94,0.93,5605.0
Primary Transit,,0.092,3.91795101,,2016,837.0,0.96,0.94,5643.0
Primary Transit,,0.186,1.5184299,,2016,855.0,1.08,1.12,6005.0
Primary Transit,,0.133,3.9466141,,2016,982.0,0.79,0.76,5121.0
Primary Transit,,0.184,47.3126192,,2016,1393.83,1.01,1.622,5670.0
Primary Transit,,0.091,6.76284377,,2016,862.0,1.21,1.34,6266.0
Primary Transit,,0.107,27.4785572,,2016,813.0,1.15,1.22,6167.0
Primary Transit,,0.112,6.10826019,,2016,1238.0,1.41,1.65,6620.0
Primary Transit,,0.068,23.6225913,,2016,520.0,1.0,1.0,5852.0
Primary Transit,,0.189,4.921355,0.054,2014,434.632,0.827,0.7993,4992.0
Primary Transit,,0.183,7.06424,0.068,2014,434.632,0.827,0.7993,4992.0
Primary Transit,,0.144,101.951829,,2016,773.0,1.15,1.23,6157.0
Primary Transit,,0.193,92.263714,,2016,1461.0,1.15,1.24,6158.0
Primary Transit,,0.131,10.8118737,,2016,927.0,1.31,1.5,6436.0
Primary Transit,,0.117,4.36128348,,2016,986.0,1.0,1.0,5772.0
Primary Transit,,0.509,3.29030452,,2016,199.0,0.5,0.47,3636.0
Primary Transit,11.6,0.541,287.378949,,2016,1213.0,0.96,0.94,5677.0
Primary Transit,,0.18,4.13962966,,2016,1718.0,1.51,1.85,6826.0
Primary Transit,,0.329,7.20283653,,2016,311.0,0.87,0.84,5445.0
Primary Transit,,0.574,76.378033,,2016,352.0,0.55,0.52,3724.0
Primary Transit,,0.069,3.87595807,,2016,390.0,1.01,1.01,5776.0
Primary Transit,,0.112,6.919798,0.069,2014,855.641,1.03,1.208,5743.0
Primary Transit,,0.27,19.446355,0.137,2014,855.641,1.03,1.208,5743.0
Primary Transit,,0.195,509.997402,,2016,278.0,0.66,0.63,4736.0
Primary Transit,,0.12,4.09513932,,2016,1190.0,0.97,0.95,5679.0
Primary Transit,,0.22,448.303558,,2016,584.0,1.12,1.19,6137.0
Primary Transit,,0.141,186.404271,,2016,811.0,1.2,1.32,6256.0
Primary Transit,,0.285,374.876239,,2016,654.0,0.92,0.89,5474.0
Primary Transit,,0.325,469.63111,,2016,1084.0,0.89,0.85,5347.0
Primary Transit,,0.288,425.47785,,2016,1567.0,1.01,1.02,5797.0
Primary Transit,,0.079,6.10960324,,2016,506.0,1.02,1.02,5789.0
Primary Transit,,0.167,259.33683,,2016,879.0,0.97,0.95,5710.0
Primary Transit,,0.23,9.878482,,2016,1168.0,1.12,1.18,6150.0
Primary Transit,,0.094,7.810937,0.078,2014,689.814,0.94,0.97,5410.9
Primary Transit,,0.202,21.347262,0.152,2014,689.814,0.94,0.97,5410.9
Primary Transit,,0.43,7.5844126,,2016,1379.0,1.27,1.43,6324.0
Primary Transit,,0.277,19.672266,,2016,961.0,1.12,1.19,6152.0
Primary Transit,,0.263,32.657212,,2016,961.0,1.12,1.19,6152.0
Primary Transit,,0.285,12.2057513,,2016,447.0,0.88,0.84,5355.0
Primary Transit,,0.237,6.6513802,,2016,447.0,0.88,0.84,5355.0
Primary Transit,,0.205,5.34264507,,2016,414.0,0.92,0.88,5508.0
Primary Transit,,0.168,21.0907758,,2016,592.0,0.89,0.86,5499.0
Primary Transit,,0.159,16.1779561,,2016,844.0,1.02,1.02,5812.0
Primary Transit,,0.11,4.48558383,,2016,81.0,0.24,0.26,3299.0
Primary Transit,1.52,1.06,1107.5923,2.7205,2015,1212.45,2.1885,1.79,6210.0
